008,0000002,16-10-2024,00001,01,
008,0000002,17-10-2024,00001,01,
008,0000002,18-10-2024,00001,01,
008,0000002,19-10-2024,00001,01,
008,0000002,20-10-2024,00001,01,
008,0000002,21-10-2024,00001,01,
008,0000002,22-10-2024,00001,01,
008,0000002,22-10-2024,00001,01,
008,0000002,23-10-2024,00001,01,
008,0000003,16-10-2024,00001,01,
008,0000003,17-10-2024,00001,01,
008,0000003,18-10-2024,00001,01,
008,0000003,19-10-2024,00001,01,
008,0000003,20-10-2024,00001,01,
008,0000003,21-10-2024,00001,01,
008,0000003,22-10-2024,00001,01,
