008,0000008,24-06-2024,00001,01,
008,0000008,18-06-2024,00001,01,
008,0000008,25-06-2024,00001,01,
008,0000008,19-06-2024,00001,01,
008,0000008,26-06-2024,00001,01,
008,0000008,20-06-2024,00001,01,
008,0000008,27-06-2024,00001,01,
008,0000009,24-06-2024,00001,01,
008,0000009,18-06-2024,00001,01,
008,0000009,25-06-2024,00001,01,
008,0000009,26-06-2024,00001,01,
008,0000009,20-06-2024,00001,01,
008,0000009,27-06-2024,00001,01,
008,0000009,21-06-2024,00001,01,
008,0000009,22-06-2024,00001,01,
008,0000010,24-06-2024,00001,01,
008,0000010,18-06-2024,00001,01,
008,0000010,25-06-2024,00001,01,
008,0000010,19-06-2024,00001,01,
008,0000010,26-06-2024,00001,01,
008,0000010,20-06-2024,00001,01,
008,0000010,27-06-2024,00001,01,
